"Election","HINDI","Jurisdiction","AbsenteeApplications","BallotsSent","BallotsReturned","InPersonAbsentee"
"2021 Spring Primary","22116","VILLAGE OF DICKEYVILLE - GRANT COUNTY","17","12","2","0"
"2021 Spring Primary","22136","VILLAGE OF HAZEL GREEN - MULTIPLE COUNTIES","53","52","0","0"
"2021 Spring Primary","22147","VILLAGE OF LIVINGSTON - MULTIPLE COUNTIES","12","0","0",""
"2021 Spring Primary","22151","VILLAGE OF MONTFORT - MULTIPLE COUNTIES","5","0","0",""
"2021 Spring Primary","22152","VILLAGE OF MOUNT HOPE - GRANT COUNTY","4","0","0",""
"2021 Spring Primary","22153","VILLAGE OF MUSCODA - MULTIPLE COUNTIES","60","60","0","0"
"2021 Spring Primary","22171","VILLAGE OF PATCH GROVE - GRANT COUNTY","1","0","0",""
"2021 Spring Primary","22172","VILLAGE OF POTOSI - GRANT COUNTY","12","0","0",""
"2021 Spring Primary","22186","VILLAGE OF TENNYSON - GRANT COUNTY","3","0","0",""
"2021 Spring Primary","22206","CITY OF BOSCOBEL - GRANT COUNTY","98","98","0","0"
"2021 Spring Primary","22211","CITY OF CUBA CITY - MULTIPLE COUNTIES","79","79","0","0"
"2021 Spring Primary","22226","CITY OF FENNIMORE - GRANT COUNTY","248","248","0","0"
"2021 Spring Primary","22246","CITY OF LANCASTER - GRANT COUNTY","131","125","0","0"
"2021 Spring Primary","22271","CITY OF PLATTEVILLE - GRANT COUNTY","346","336","0","0"
"2021 Spring Primary","23002","TOWN OF ADAMS - GREEN COUNTY","23","23","0","0"
"2021 Spring Primary","23004","TOWN OF ALBANY - GREEN COUNTY","25","25","0","0"
"2021 Spring Primary","23006","TOWN OF BROOKLYN - GREEN COUNTY","54","48","0","0"
"2021 Spring Primary","23008","TOWN OF CADIZ - GREEN COUNTY","21","21","0","0"
"2021 Spring Primary","23010","TOWN OF CLARNO - GREEN COUNTY","31","31","0","0"
"2021 Spring Primary","23012","TOWN OF DECATUR - GREEN COUNTY","54","52","0","0"
"2021 Spring Primary","23014","TOWN OF EXETER - GREEN COUNTY","62","60","0","0"
"2021 Spring Primary","23016","TOWN OF JEFFERSON - GREEN COUNTY","34","31","0","0"
"2021 Spring Primary","23018","TOWN OF JORDAN - GREEN COUNTY","22","18","0","0"
"2021 Spring Primary","23020","TOWN OF MONROE - GREEN COUNTY","48","46","0","0"
"2021 Spring Primary","23022","TOWN OF MOUNT PLEASANT - GREEN COUNTY","23","22","0","0"
"2021 Spring Primary","23024","TOWN OF NEW GLARUS - GREEN COUNTY","60","55","0","0"
"2021 Spring Primary","23026","TOWN OF SPRING GROVE - GREEN COUNTY","9","0","0",""
"2021 Spring Primary","23028","TOWN OF SYLVESTER - GREEN COUNTY","28","28","0","0"
"2021 Spring Primary","23030","TOWN OF WASHINGTON - GREEN COUNTY","27","26","0","0"
"2021 Spring Primary","23032","TOWN OF YORK - GREEN COUNTY","40","35","0","0"
"2021 Spring Primary","23101","VILLAGE OF ALBANY - GREEN COUNTY","21","0","0",""
"2021 Spring Primary","23110","VILLAGE OF BROWNTOWN - GREEN COUNTY","15","15","0","0"
"2021 Spring Primary","23151","VILLAGE OF MONTICELLO - GREEN COUNTY","51","50","0","0"
"2021 Spring Primary","23161","VILLAGE OF NEW GLARUS - GREEN COUNTY","168","166","0","0"
"2021 Spring Primary","23206","CITY OF BRODHEAD - MULTIPLE COUNTIES","58","58","0","0"
"2021 Spring Primary","23251","CITY OF MONROE - GREEN COUNTY","502","469","0","0"
"2021 Spring Primary","24002","TOWN OF BERLIN - GREEN LAKE COUNTY","24","18","0","0"
"2021 Spring Primary","24004","TOWN OF BROOKLYN - GREEN LAKE COUNTY","79","79","0","0"
"2021 Spring Primary","24006","TOWN OF GREEN LAKE - GREEN LAKE COUNTY","37","37","0","0"
"2021 Spring Primary","24008","TOWN OF KINGSTON - GREEN LAKE COUNTY","13","0","0",""
"2021 Spring Primary","24010","TOWN OF MACKFORD - GREEN LAKE COUNTY","9","0","0",""
"2021 Spring Primary","24012","TOWN OF MANCHESTER - GREEN LAKE COUNTY","15","11","0","0"
"2021 Spring Primary","24014","TOWN OF MARQUETTE - GREEN LAKE COUNTY","7","0","0",""
"2021 Spring Primary","24016","TOWN OF PRINCETON - GREEN LAKE COUNTY","58","58","0","0"
"2021 Spring Primary","24018","TOWN OF ST. MARIE - GREEN LAKE COUNTY","6","0","0",""
"2021 Spring Primary","24020","TOWN OF SENECA - GREEN LAKE COUNTY","8","8","0","0"
"2021 Spring Primary","24141","VILLAGE OF KINGSTON - GREEN LAKE COUNTY","3","0","0",""
"2021 Spring Primary","24154","VILLAGE OF MARQUETTE - GREEN LAKE COUNTY","6","5","0","0"
"2021 Spring Primary","24206","CITY OF BERLIN - MULTIPLE COUNTIES","196","196","2","0"
"2021 Spring Primary","24231","CITY OF GREEN LAKE - GREEN LAKE COUNTY","36","17","0","0"
"2021 Spring Primary","24251","CITY OF MARKESAN - GREEN LAKE COUNTY","62","62","0","0"
"2021 Spring Primary","24271","CITY OF PRINCETON - GREEN LAKE COUNTY","35","35","0","0"
"2021 Spring Primary","25002","TOWN OF ARENA - IOWA COUNTY","59","59","0","0"
"2021 Spring Primary","25004","TOWN OF BRIGHAM - IOWA COUNTY","34","33","0","0"
"2021 Spring Primary","25006","TOWN OF CLYDE - IOWA COUNTY","12","12","0","0"
"2021 Spring Primary","25008","TOWN OF DODGEVILLE - IOWA COUNTY","56","0","0",""
"2021 Spring Primary","25010","TOWN OF EDEN - IOWA COUNTY","13","13","0","0"
"2021 Spring Primary","25012","TOWN OF HIGHLAND - IOWA COUNTY","6","6","0","0"
"2021 Spring Primary","25014","TOWN OF LINDEN - IOWA COUNTY","28","21","0","0"
"2021 Spring Primary","25016","TOWN OF MIFFLIN - IOWA COUNTY","4","3","0","0"
"2021 Spring Primary","25018","TOWN OF MINERAL POINT - IOWA COUNTY","104","104","0","0"
"2021 Spring Primary","25020","TOWN OF MOSCOW - IOWA COUNTY","21","15","0","0"
"2021 Spring Primary","25022","TOWN OF PULASKI - IOWA COUNTY","9","9","0","0"
"2021 Spring Primary","25024","TOWN OF RIDGEWAY - IOWA COUNTY","16","16","0","0"
"2021 Spring Primary","25026","TOWN OF WALDWICK - IOWA COUNTY","14","14","0","0"
"2021 Spring Primary","25028","TOWN OF WYOMING - IOWA COUNTY","14","13","0","0"
"2021 Spring Primary","25101","VILLAGE OF ARENA - IOWA COUNTY","21","21","0","0"
"2021 Spring Primary","25102","VILLAGE OF AVOCA - IOWA COUNTY","13","13","0","0"
"2021 Spring Primary","25106","VILLAGE OF BARNEVELD - IOWA COUNTY","40","40","0","0"
"2021 Spring Primary","25111","VILLAGE OF COBB - IOWA COUNTY","24","23","0","0"
"2021 Spring Primary","25136","VILLAGE OF HIGHLAND - IOWA COUNTY","22","22","0","0"
"2021 Spring Primary","25137","VILLAGE OF HOLLANDALE - IOWA COUNTY","6","6","0","0"
"2021 Spring Primary","25146","VILLAGE OF LINDEN - IOWA COUNTY","4","4","0","0"
"2021 Spring Primary","25176","VILLAGE OF REWEY - IOWA COUNTY","2","2","0","0"
"2021 Spring Primary","25177","VILLAGE OF RIDGEWAY - IOWA COUNTY","27","0","0",""
"2021 Spring Primary","25216","CITY OF DODGEVILLE - IOWA COUNTY","369","368","0","0"
"2021 Spring Primary","25251","CITY OF MINERAL POINT - IOWA COUNTY","160","146","0","0"
"2021 Spring Primary","26002","TOWN OF ANDERSON - IRON COUNTY","1","1","0","0"
"2021 Spring Primary","26004","TOWN OF CAREY - IRON COUNTY","2","2","0","0"
"2021 Spring Primary","26006","TOWN OF GURNEY - IRON COUNTY","5","0","0",""
"2021 Spring Primary","26008","TOWN OF KIMBALL - IRON COUNTY","13","0","0",""
"2021 Spring Primary","26010","TOWN OF KNIGHT - IRON COUNTY","7","7","0","0"
"2021 Spring Primary","26012","TOWN OF MERCER - IRON COUNTY","153","153","0","0"
"2021 Spring Primary","26014","TOWN OF OMA - IRON COUNTY","5","0","0",""
"2021 Spring Primary","26016","TOWN OF PENCE - IRON COUNTY","17","17","0","0"
"2021 Spring Primary","26020","TOWN OF SHERMAN - IRON COUNTY","9","0","0",""
"2021 Spring Primary","26236","CITY OF HURLEY - IRON COUNTY","82","82","0","0"
"2021 Spring Primary","26251","CITY OF MONTREAL - IRON COUNTY","38","37","0","0"
"2021 Spring Primary","27002","TOWN OF ADAMS - JACKSON COUNTY","28","28","0","0"
"2021 Spring Primary","27004","TOWN OF ALBION - JACKSON COUNTY","28","0","0",""
"2021 Spring Primary","27006","TOWN OF ALMA - JACKSON COUNTY","16","0","0",""
"2021 Spring Primary","27010","TOWN OF BROCKWAY - JACKSON COUNTY","37","0","0",""
"2021 Spring Primary","27014","TOWN OF CLEVELAND - JACKSON COUNTY","11","11","0","0"
"2021 Spring Primary","27016","TOWN OF CURRAN - JACKSON COUNTY","2","0","0",""
"2021 Spring Primary","27018","TOWN OF FRANKLIN - JACKSON COUNTY","7","0","0",""
"2021 Spring Primary","27020","TOWN OF GARDEN VALLEY - JACKSON COUNTY","7","0","0",""
"2021 Spring Primary","27022","TOWN OF GARFIELD - JACKSON COUNTY","19","0","0",""
"2021 Spring Primary","27024","TOWN OF HIXTON - JACKSON COUNTY","11","11","0","0"
"2021 Spring Primary","27026","TOWN OF IRVING - JACKSON COUNTY","7","7","0","0"
"2021 Spring Primary","27028","TOWN OF KNAPP - JACKSON COUNTY","3","0","0",""
"2021 Spring Primary","27030","TOWN OF KOMENSKY - JACKSON COUNTY","4","0","0",""
"2021 Spring Primary","27032","TOWN OF MANCHESTER - JACKSON COUNTY","20","20","0","0"
"2021 Spring Primary","27036","TOWN OF MILLSTON - JACKSON COUNTY","1","0","0",""
"2021 Spring Primary","27038","TOWN OF NORTH BEND - JACKSON COUNTY","9","0","0",""
"2021 Spring Primary","27040","TOWN OF NORTHFIELD - JACKSON COUNTY","6","0","0",""
"2021 Spring Primary","27042","TOWN OF SPRINGFIELD - JACKSON COUNTY","7","0","0",""
"2021 Spring Primary","27101","VILLAGE OF ALMA CENTER - JACKSON COUNTY","3","3","0","0"
"2021 Spring Primary","27151","VILLAGE OF MELROSE - JACKSON COUNTY","5","0","0",""
"2021 Spring Primary","27152","VILLAGE OF MERRILLAN - JACKSON COUNTY","12","0","0",""
"2021 Spring Primary","27186","VILLAGE OF TAYLOR - JACKSON COUNTY","2","0","0",""
"2021 Spring Primary","27206","CITY OF BLACK RIVER FALLS - JACKSON COUNTY","147","146","0","0"
"2021 Spring Primary","28002","TOWN OF AZTALAN - JEFFERSON COUNTY","53","53","0","0"
"2021 Spring Primary","28004","TOWN OF COLD SPRING - JEFFERSON COUNTY","25","22","0","0"
"2021 Spring Primary","28006","TOWN OF CONCORD - JEFFERSON COUNTY","92","0","0",""
"2021 Spring Primary","28008","TOWN OF FARMINGTON - JEFFERSON COUNTY","34","0","0",""
"2021 Spring Primary","28010","TOWN OF HEBRON - JEFFERSON COUNTY","29","0","0",""
"2021 Spring Primary","28012","TOWN OF IXONIA - JEFFERSON COUNTY","101","98","0","0"
"2021 Spring Primary","28014","TOWN OF JEFFERSON - JEFFERSON COUNTY","66","0","0",""
"2021 Spring Primary","28016","TOWN OF KOSHKONONG - JEFFERSON COUNTY","140","0","0",""
"2021 Spring Primary","28018","TOWN OF LAKE MILLS - JEFFERSON COUNTY","140","0","0",""
"2021 Spring Primary","28020","TOWN OF MILFORD - JEFFERSON COUNTY","29","0","0",""
"2021 Spring Primary","28022","TOWN OF OAKLAND - JEFFERSON COUNTY","150","0","0",""
"2021 Spring Primary","28024","TOWN OF PALMYRA - JEFFERSON COUNTY","57","0","0",""
"2021 Spring Primary","28026","TOWN OF SULLIVAN - JEFFERSON COUNTY","101","0","0",""
"2021 Spring Primary","28028","TOWN OF SUMNER - JEFFERSON COUNTY","32","0","0",""
"2021 Spring Primary","28030","TOWN OF WATERLOO - JEFFERSON COUNTY","27","0","0",""
"2021 Spring Primary","28032","TOWN OF WATERTOWN - JEFFERSON COUNTY","56","0","0",""
"2021 Spring Primary","28141","VILLAGE OF JOHNSON CREEK - JEFFERSON COUNTY","122","121","0","0"
"2021 Spring Primary","28171","VILLAGE OF PALMYRA - JEFFERSON COUNTY","54","0","0",""
"2021 Spring Primary","28181","VILLAGE OF SULLIVAN - JEFFERSON COUNTY","19","19","0","0"
"2021 Spring Primary","28226","CITY OF FORT ATKINSON - JEFFERSON COUNTY","491","489","0","0"
"2021 Spring Primary","28241","CITY OF JEFFERSON - JEFFERSON COUNTY","351","348","0","0"
"2021 Spring Primary","28246","CITY OF LAKE MILLS - JEFFERSON COUNTY","277","267","0","0"
"2021 Spring Primary","28290","CITY OF WATERLOO - JEFFERSON COUNTY","90","90","0","0"
"2021 Spring Primary","28291","CITY OF WATERTOWN - MULTIPLE COUNTIES","918","916","0","0"
"2021 Spring Primary","29002","TOWN OF ARMENIA - JUNEAU COUNTY","20","0","0",""
"2021 Spring Primary","29004","TOWN OF CLEARFIELD - JUNEAU COUNTY","26","0","0",""
"2021 Spring Primary","29006","TOWN OF CUTLER - JUNEAU COUNTY","8","0","0",""
"2021 Spring Primary","29010","TOWN OF FOUNTAIN - JUNEAU COUNTY","10","8","0","0"
"2021 Spring Primary","29012","TOWN OF GERMANTOWN - JUNEAU COUNTY","34","0","0",""
"2021 Spring Primary","29014","TOWN OF KILDARE - JUNEAU COUNTY","13","0","0",""
"2021 Spring Primary","29016","TOWN OF KINGSTON - JUNEAU COUNTY","1","0","0",""
"2021 Spring Primary","29018","TOWN OF LEMONWEIR - JUNEAU COUNTY","25","0","0",""
"2021 Spring Primary","29020","TOWN OF LINDINA - JUNEAU COUNTY","13","0","0",""
"2021 Spring Primary","29022","TOWN OF LISBON - JUNEAU COUNTY","32","0","0",""
"2021 Spring Primary","29024","TOWN OF LYNDON - JUNEAU COUNTY","53","0","0",""
"2021 Spring Primary","29026","TOWN OF MARION - JUNEAU COUNTY","6","0","0",""
"2021 Spring Primary","29028","TOWN OF NECEDAH - JUNEAU COUNTY","135","135","0","0"
"2021 Spring Primary","29030","TOWN OF ORANGE - JUNEAU COUNTY","7","0","0",""
"2021 Spring Primary","29032","TOWN OF PLYMOUTH - JUNEAU COUNTY","9","0","0",""
"2021 Spring Primary","29034","TOWN OF SEVEN MILE CREEK - JUNEAU COUNTY","3","0","0",""
"2021 Spring Primary","29036","TOWN OF SUMMIT - JUNEAU COUNTY","12","0","0",""
"2021 Spring Primary","29038","TOWN OF WONEWOC - JUNEAU COUNTY","17","0","0",""
"2021 Spring Primary","29111","VILLAGE OF CAMP DOUGLAS - JUNEAU COUNTY","11","0","0",""
"2021 Spring Primary","29136","VILLAGE OF HUSTLER - JUNEAU COUNTY","4","0","0",""
"2021 Spring Primary","29146","VILLAGE OF LYNDON STATION - JUNEAU COUNTY","14","0","0",""
"2021 Spring Primary","29161","VILLAGE OF NECEDAH - JUNEAU COUNTY","58","58","0","0"
"2021 Spring Primary","29186","VILLAGE OF UNION CENTER - JUNEAU COUNTY","7","0","0",""
"2021 Spring Primary","29191","VILLAGE OF WONEWOC - JUNEAU COUNTY","10","0","0",""
"2021 Spring Primary","29221","CITY OF ELROY - JUNEAU COUNTY","22","0","0",""
"2021 Spring Primary","29251","CITY OF MAUSTON - JUNEAU COUNTY","171","171","0","0"
"2021 Spring Primary","29261","CITY OF NEW LISBON - JUNEAU COUNTY","30","30","0","0"
"2021 Spring Primary","30002","TOWN OF BRIGHTON - KENOSHA COUNTY","47","0","0",""
"2021 Spring Primary","30006","TOWN OF PARIS - KENOSHA COUNTY","43","0","0",""
"2021 Spring Primary","30010","TOWN OF RANDALL - KENOSHA COUNTY","93","91","0","0"
"2021 Spring Primary","30014","TOWN OF SOMERS - KENOSHA COUNTY","65","65","0","0"
"2021 Spring Primary","30016","TOWN OF WHEATLAND - KENOSHA COUNTY","97","97","0","0"
"2021 Spring Primary","30104","VILLAGE OF BRISTOL - KENOSHA COUNTY","171","171","0","0"
"2021 Spring Primary","30171","VILLAGE OF PADDOCK LAKE - KENOSHA COUNTY","88","87","0","0"
"2021 Spring Primary","30174","VILLAGE OF PLEASANT PRAIRIE - KENOSHA COUNTY","1016","1006","0","0"
"2021 Spring Primary","30179","Village of SALEM LAKES - KENOSHA COUNTY","473","466","0","0"
"2021 Spring Primary","30182","VILLAGE OF SOMERS - KENOSHA COUNTY","444","439","0","0"
"2021 Spring Primary","30186","VILLAGE OF TWIN LAKES - KENOSHA COUNTY","229","229","0","0"
"2021 Spring Primary","30241","CITY OF KENOSHA - KENOSHA COUNTY","4965","4906","0","0"
"2021 Spring Primary","31002","TOWN OF AHNAPEE - KEWAUNEE COUNTY","22","22","0","0"
"2021 Spring Primary","31004","TOWN OF CARLTON - KEWAUNEE COUNTY","3","3","0","0"
"2021 Spring Primary","31006","TOWN OF CASCO - KEWAUNEE COUNTY","45","43","0","0"
"2021 Spring Primary","31008","TOWN OF FRANKLIN - KEWAUNEE COUNTY","24","24","0","0"
"2021 Spring Primary","31010","TOWN OF LINCOLN - KEWAUNEE COUNTY","37","37","0","0"
"2021 Spring Primary","31012","TOWN OF LUXEMBURG - KEWAUNEE COUNTY","31","30","2","0"
"2021 Spring Primary","31014","TOWN OF MONTPELIER - KEWAUNEE COUNTY","16","14","0","0"
"2021 Spring Primary","31016","TOWN OF PIERCE - KEWAUNEE COUNTY","28","28","0","0"
"2021 Spring Primary","31018","TOWN OF RED RIVER - KEWAUNEE COUNTY","56","52","0","0"
"2021 Spring Primary","31020","TOWN OF WEST KEWAUNEE - KEWAUNEE COUNTY","22","20","0","0"
"2021 Spring Primary","31111","VILLAGE OF CASCO - KEWAUNEE COUNTY","11","11","0","0"
"2021 Spring Primary","31146","VILLAGE OF LUXEMBURG - KEWAUNEE COUNTY","91","86","0","0"
"2021 Spring Primary","31201","CITY OF ALGOMA - KEWAUNEE COUNTY","188","187","4","0"
"2021 Spring Primary","31241","CITY OF KEWAUNEE - KEWAUNEE COUNTY","141","138","0","0"
"2021 Spring Primary","32002","TOWN OF BANGOR - LA CROSSE COUNTY","4","4","0","0"
"2021 Spring Primary","32004","TOWN OF BARRE - LA CROSSE COUNTY","22","22","0","0"
"2021 Spring Primary","32006","TOWN OF BURNS - LA CROSSE COUNTY","19","19","0","0"
"2021 Spring Primary","32008","TOWN OF CAMPBELL - LA CROSSE COUNTY","147","147","0","0"
"2021 Spring Primary","32010","TOWN OF FARMINGTON - LA CROSSE COUNTY","67","63","0","0"
"2021 Spring Primary","32012","TOWN OF GREENFIELD - LA CROSSE COUNTY","101","97","0","0"
"2021 Spring Primary","32014","TOWN OF HAMILTON - LA CROSSE COUNTY","60","60","0","0"
"2021 Spring Primary","32016","TOWN OF HOLLAND - LA CROSSE COUNTY","130","128","0","0"
"2021 Spring Primary","32018","TOWN OF MEDARY - LA CROSSE COUNTY","64","64","0","0"
"2021 Spring Primary","32020","TOWN OF ONALASKA - LA CROSSE COUNTY","202","199","0","0"
"2021 Spring Primary","32022","TOWN OF SHELBY - LA CROSSE COUNTY","171","170","0","0"
"2021 Spring Primary","32024","TOWN OF WASHINGTON - LA CROSSE COUNTY","28","28","0","0"
"2021 Spring Primary","32106","VILLAGE OF BANGOR - LA CROSSE COUNTY","19","19","0","0"
"2021 Spring Primary","32136","VILLAGE OF HOLMEN - LA CROSSE COUNTY","341","335","0","0"
"2021 Spring Primary","32176","VILLAGE OF ROCKLAND - MULTIPLE COUNTIES","12","0","0",""
"2021 Spring Primary","32191","VILLAGE OF WEST SALEM - LA CROSSE COUNTY","109","109","0","0"
"2021 Spring Primary","32246","CITY OF LA CROSSE - LA CROSSE COUNTY","2715","2676","0","0"
"2021 Spring Primary","32265","CITY OF ONALASKA - LA CROSSE COUNTY","1019","1012","0","0"
"2021 Spring Primary","33002","TOWN OF ARGYLE - LAFAYETTE COUNTY","5","5","0","0"
"2021 Spring Primary","33004","TOWN OF BELMONT - LAFAYETTE COUNTY","23","0","0",""
"2021 Spring Primary","33006","TOWN OF BENTON - LAFAYETTE COUNTY","10","2","0","0"
"2021 Spring Primary","33008","TOWN OF BLANCHARD - LAFAYETTE COUNTY","12","10","0","0"
"2021 Spring Primary","33010","TOWN OF DARLINGTON - LAFAYETTE COUNTY","39","0","0",""
"2021 Spring Primary","33012","TOWN OF ELK GROVE - LAFAYETTE COUNTY","10","0","0",""
"2021 Spring Primary","33014","TOWN OF FAYETTE - LAFAYETTE COUNTY","7","2","0","0"
"2021 Spring Primary","33016","TOWN OF GRATIOT - LAFAYETTE COUNTY","9","0","0",""
"2021 Spring Primary","33018","TOWN OF KENDALL - LAFAYETTE COUNTY","13","0","0",""
